.imp,year,race_ethn,age,var,pop,m,q,p,lx,d,L,t,e,c,s,se,c_mn,se_tot,c_upr,c_lwr
1,2012,Asian/PI,9,2319,1268013,0.001828845603317947,0.001827174793024589,0.9981728252069754,97710.38003288263,178.53394341294188,97621.11306117616,969161.0956389158,9.91871176135803,0.022896199671173623,0.9771038003288264,1.7051123446923885e-4,0.022945907178385717,1.7627503727810166e-4,0.0232914062514508,0.022600408105320637
1,2012,Asian/PI,10,2038,1253740,0.0016255363951058433,0.001624216283764452,0.9983757837162356,97531.84608946969,158.4128126041178,97452.63968316762,871539.9825777397,8.935952896638938,0.02468153910530313,0.9753184608946969,1.7019968063968912e-4,0.024728233124289335,1.7566794557376158e-4,0.02507254229761391,0.02438392395096476
1,2012,Asian/PI,11,2047,1251433,0.0016357248050834522,0.0016343881005048877,0.9983656118994951,97373.43327686557,159.14598065301834,97293.86028653907,774087.342894572,7.949676999614259,0.02626566723134427,0.9737343327686557,1.6992323954690265e-4,0.02631430454187813,1.760170910637104e-4,0.026659298040363003,0.025969311043393256
1,2012,Asian/PI,12,1964,1239620,0.0015843564963456543,0.0015831023970620715,0.998416897602938,97214.28729621255,153.90017124731094,97137.3372105889,676793.4826080329,6.961872595391651,0.027857127037874463,0.9721428729621255,1.6964551902618795e-4,0.027905374255608663,1.749735404282863e-4,0.028248322394848105,0.02756242611636922
1,2012,Asian/PI,13,2022,1219477,0.0016580878524154207,0.001656714363434954,0.998343285636565,97060.38712496524,160.80133747048967,96979.98645622999,579656.145397444,5.972118621896045,0.029396128750347583,0.9706038712496524,1.6937695279836673e-4,0.029447118239442883,1.7437699391203328e-4,0.029788897147510467,0.0291053393313753
1,2012,Asian/PI,14,2007,1204935,0.001665650014316125,0.0016642639736603483,0.9983357360263396,96899.58578749475,161.2664896887436,96818.95254265038,482676.1589412141,4.9811994036769685,0.031004142125052425,0.9689958578749476,1.6909634356783085e-4,0.03105695389951759,1.7527099883218888e-4,0.03140048505722868,0.0307134227418065
1,2012,Asian/PI,15,1954,1206594,0.0016194345405331038,0.001618124317327925,0.9983818756826721,96738.31929780601,156.53462687321007,96660.0519843694,385857.2063985636,3.988669735006598,0.03261680702193992,0.9673831929780601,1.688149226151532e-4,0.032682535799421195,1.7827785964783158e-4,0.03303196040433094,0.032333111194511446
1,2012,Asian/PI,16,1912,1207732,0.0015831326817538991,0.0015818805183802605,0.9984181194816197,96581.7846709328,152.7808436013438,96505.39424913214,289197.15441419417,2.9943239856203525,0.03418215329067198,0.965817846709328,1.685417590837418e-4,0.034257540423396036,1.784283353020909e-4,0.03460725996058814,0.033907820886203935
1,2012,Asian/PI,17,1378,1220962,0.0011286182534755382,0.0011279817230944026,0.9988720182769056,96429.00382733146,110.83165973391442,96373.58799746449,192691.76016506206,1.9982759596905249,0.03570996172668539,0.9642900382733146,1.682751461585137e-4,0.035785708523194334,1.7881930140043413e-4,0.03613619435393919,0.03543522269244948
1,2012,Asian/PI,18,27,1261514,2.1402854030950112e-5,2.140262499232082e-5,0.9999785973750077,96318.17216759754,-0,96318.17216759754,96318.17216759754,1,0.03681827832402462,0.9631817216759754,1.6808173740180693e-4,0.03690057915550493,1.7922860316436925e-4,0.037251867217707096,0.036549291093302766
1,2004,Black,0,205993,5343677,0.03854892427068477,0.037819964791353834,0.9621800352086461,100000,3781.996479135385,98109.00176043231,1634887.304825474,16.34887304825474,0,1,0,0,0,0,0
1,2004,Black,1,97055,5270241,0.018415666380341998,0.018247645108073418,0.9817523548919266,96218.00352086461,1755.7519812560931,95340.12753023657,1536778.3030650418,15.971837357151102,0.037819964791353855,0.9621800352086461,2.059619542786781e-4,0.037819208240924065,2.060615656074351e-4,0.03822308890951464,0.03741532757233349
1,2004,Black,2,86227,5225129,0.016502367692740216,0.01636731794331791,0.9836326820566821,94462.25153960852,1546.093704590443,93689.2046873133,1441438.1755348053,15.259409468240365,0.055377484603914784,0.9446225153960852,2.0220363363123554e-4,0.05536688289525844,2.0247661961177084e-4,0.05576373706969751,0.054970028720819374
1,2004,Black,3,78950,5201135,0.01517937911628904,0.015065040138457166,0.9849349598615428,92916.15783501808,1399.7856472957792,92216.26501137018,1347748.9708474919,14.505001091850513,0.07083842164981924,0.9291615783501808,1.9889410247029895e-4,0.07082593046709125,1.9946079199281602e-4,0.07121687361939717,0.07043498731478533
1,2004,Black,4,74133,5174105,0.014327695321219806,0.01422578397199171,0.9857742160280083,91516.3721877223,1301.892140642929,90865.42611740084,1255532.7058361217,13.719214123356194,0.08483627812277705,0.915163721877223,1.9589775483328144e-4,0.08483914306523965,1.9810789282940946e-4,0.08522743453518529,0.08445085159529402
1,2004,Black,5,74931,5137685,0.014584584302073794,0.014478999209781435,0.9855210007902185,90214.48004707937,1306.2153853125055,89561.37235442312,1164667.2797187208,12.909981625022136,0.0978551995292063,0.9021448004707937,1.93110955692425e-4,0.09784494600044565,1.9622004967187904e-4,0.09822953729780252,0.09746035470308877
1,2004,Black,6,74096,5122727,0.01446417113385117,0.014360316099054705,0.9856396839009453,88908.26466176687,1276.7507843613857,88269.88926958617,1075105.9073642977,12.09230560796925,0.11091735338233133,0.8890826466176687,1.9031490231755425e-4,0.1108944414671715,1.9414967743499776e-4,0.1112749748349441,0.11051390809939891
1,2004,Black,7,68414,5145510,0.013295863772492911,0.013208057505844431,0.9867919424941556,87631.51387740548,1157.442074616978,87052.79284009698,986836.0180947116,11.26120015997068,0.12368486122594524,0.8763151387740548,1.8758192016191344e-4,0.12365033681554047,1.9259408745524596e-4,0.12402782122695274,0.12327285240412819
1,2004,Black,8,62684,5158389,0.01215185593796823,0.012078468036204574,0.9879215319637954,86474.0718027885,1044.4743122304499,85951.83464667328,899783.2252546146,10.405237159488072,0.135259281972115,0.864740718027885,1.8510432737335817e-4,0.13522410404323998,1.9139736832202986e-4,0.13559924288515116,0.1348489652013288
1,2004,Black,9,58515,5232497,0.011182997333777736,0.011120815309798283,0.9888791846902018,85429.59749055805,950.0467756829021,84954.57410271661,813831.3906079413,9.526339986535563,0.1457040250944195,0.8542959749055805,1.8286855067181588e-4,0.14566586011023008,1.8937209316301652e-4,0.1460370294128296,0.14529469080763058
1,2004,Black,10,54877,5492704,0.009990889732998538,0.009941228872261903,0.9900587711277381,84479.55071487515,839.8305486824247,84059.63544053394,728876.8165052247,8.627849110671042,0.1552044928512485,0.8447955071487515,1.8083490329382415e-4,0.15517589145049107,1.8537754867729256e-4,0.15553923144589857,0.15481255145508357
1,2004,Black,11,53183,5489604,0.009687948347458213,0.009641246398899385,0.9903587536011006,83639.72016619272,806.3911508572637,83236.5245907641,644817.1810646908,7.709461243813758,0.16360279833807279,0.8363972016619272,1.790371821320869e-4,0.1635790804578508,1.821717494352809e-4,0.16393613708674395,0.16322202382895765
1,2004,Black,12,54612,5572557,0.009800168935014932,0.009752381442188852,0.9902476185578112,82833.32901533546,807.8222206838691,82429.41790499352,561580.6564739267,6.779646105614779,0.17166670984664534,0.8283332901533547,1.7731104054458682e-4,0.1716505238484645,1.819055354743235e-4,0.17200705869799415,0.17129398899893483
1,2004,Black,13,56102,5646344,0.009935986897008047,0.009886868996606686,0.9901131310033933,82025.50679465159,810.9754400590027,81620.01907462209,479151.2385689332,5.841490742245263,0.17974493205348407,0.8202550679465159,1.7558183564328462e-4,0.1797372942274714,1.8091300635016708e-4,0.18009188371991772,0.17938270473502507
